text,category,source,score,length
"Actual Anti-War Slogans for the War on Iraq    These colors don't run the world.  One nation under surveillance.  It's the oil, stupid.  War is expensive, Peace is priceless.  Read between the Pipelines  No More BuSh.  Smart weapons, Dumb president.  The only thing we have to fear is Bush himself.  How many Lives per Gallon?  Patriots are idiots! Matriarchy Now!  Peace Takes Brains  Anything war can do, peace can do better.  Negotiation Not Annihilation.  Another patriot for peace.  How did our oil get under their sand?  Go Solar, not Ballistic.  Who Would Jesus Bomb?  Start Drafting SUV Drivers Now.  Don't blame me, I voted with the majority.  Buck Fush!  Resistance is Fertile.  (Pictures of sheep carrying flags) Stop Mad Sheep Disease Now.  (UFW sign) Pick Fruit, not Fights.  (On a five year old) More Candy Less War.  Say can you see my democracy?  (With pictures of Bush, Cheney and Rumsfeld) Asses of Evil.  Drop Bush, Not Bombs  Oh Say can You Cease?  Star Spangled Bummer  Don't Arm a Son of a Bush  Don't do it George, Dad will still love you.  Power to the Peaceful  The last time we listened to a Bush, we wandered in the desert for 40 years.",News / Politics,wocka,,316
"The politician was sitting at his campaign headquarters when the phone rang. He answered it and listened intently. After a brief moment, his face lit up with a smile.  He hung up the phone and immediately called his mother to pass along the good news.    ""Ma, the results are in,"" he shouted joyously. ""I won the election!""    ""Honestly?"" his mother replied.    ""Aw, gee, Ma, what a time to bring that up!"" he said.",News / Politics,wocka,,108
"While running for the Senate in New York, the young man's political advisor heard some very upsetting news.    ""Listen,"" he said, ""you must go to Albany right away or you're going to lose a lot of votes. They're telling lies about you there.""    ""I have to go to Buffalo first or I'll lose even more votes,"" replied the candidate.    ""Why? What's happening in Buffalo?"" the advisor asked.    ""They're telling the truth about me!"" replied the candidate.",News / Politics,wocka,,114
"A proud father brought home a swing set he had just purchased for his children and immediately began to assemble it while all the neighborhood children anxiously waited to play on it.    After several hours of reading the assembly instructions and trying to fit bolt A into slot B, etc., he gave up and called upon an old handyman working in a neighboring yard.    The old-timer came over, tossed the directions away, and had the set completely assembled in a short period of time.    ""It's beyond me,"" the father said, ""how you managed to get it all put together without even reading the directions.""    ""To tell the truth,"" replied the old-timer, ""I can't read, and when you can't read, you've got to think.""",At Work,wocka,,166
"A man was sitting in a plane when another man sat down in the seat beside him. The new fellow was a wreck, pale, hands shaking, biting his nails and moaning in fear.  ""Hey, pal, what's the matter?"" the first fellow asked.    ""I've been transferred to Los Angeles, California,"" he answered nervously. ""They have riots, drugs, the highest crime rate in the country ... ""    ""Wait a minute,"" the first fellow said. ""I've lived in L.A. all my life and I can assure you it's nowhere near as bad as the media reports. Find yourself a nice home, go to work, mind your own business, enroll your kids in a good school and it's as safe as anywhere in the world.""    The second fellow stopped shaking for a moment and replied, ""Thank God. I was worried to death! If you live there and say it's all right, I'll take your word for it. By the way, what do you do for a living?""    ""Me?"" replied the first fellow. ""I'm tail gunner on a bread truck.""",At Work,wocka,,241
"We regret to inform you, but by opening this email, you have just received the 'Idiot Computer Virus'.    Since our staff does not have any programming experience, this virus works on the honor system.    Please delete all files from your hard drive immediately, then manually forward this virus to everyone on your mailing list.    Thank You",Tech,wocka,,76
"The Ultimate Computer stood at the end of the Ultimate Computer Company's production line.    When the guided tour arrived, a salesman stepped forward to give his prepared demo. ""This baby here,"" he said, ""is the Ultimate Computer. Ask it any question you wish and it will give you an intelligent answer.""    A smartass stepped forward and asked the computer, ""Where is my father?""    Immediately, the electronic gears went to work. Lights flashed, wheels buzzed and within seconds, a small card popped out. The card read, ""Fishing Off Florida.""    ""Ha!"" laughed the smartass. ""Actually, my father is dead! That was a trick question.""    The quick thinking salesman immediately replied that he was sorry the answer was unsatisfactory, but as the Ultimate Computer was precise, perhaps he might like to try rephrasing his question and try again.    ""Ok,"" the smartass said, ""where is my mother's husband?""    Again there was a buzzing of wheels and flashing lights until a small card popped out. The card read, ""Dead - and your father is still fishing off Florida.""",Tech,wocka,,246
"TO: ALL EMPLOYEES  FROM: SYSTEM'S ADMINISTRATOR    SUBJECT: WARNING! C-NILE VIRUS ... MUST READ:    Just learned about this from a reliable source. It seems that there is a computer virus out there called the ""C-Nile Virus"" that even the most advanced programs from Norton cannot take care of, so be warned. It appears to affect those of us who were born before 1958.    Symptoms of the C-Nile Virus:    1. Causes you to send the same e-mail twice.    2. Causes you to send blank e-mail.    3. Causes you to send e-mail to the wrong person.    4. Causes you to send e-mail back to the person who sent it to you.    5. Causes you to send e-mail to other listed persons who received the e-mail from the person who sent it to you.    6. Causes you to forget to attach the attachment.    7. Causes you to hit ""SEND"" before you've finished the",Tech,wocka,,245
"Lemon Grove    A woman was applying for a job in a Florida lemon grove.     When the foreman looked over her application, he felt she was far too qualified for the job.    ""Look, Miss Carter,"" said the foreman, ""do you have any actual experience in picking lemons?""    ""Oh, yes, I certainly do,"" she replied. ""I've been divorced four times.""",At Work,wocka,,95
"When the salesman dropped in to pay a visit to one of his customers, he found the office empty except for a very large dog who was emptying wastebaskets. Rubbing his eyes, he was certain they must have been playing tricks on him.    ""Don't look so surprised,"" said the dog, ""after all, this is part of my job.""    ""This is amazing!"" exclaimed the salesman. ""I can't believe it. Does you boss know what a prize he has in you? An animal that can actually talk!""    ""No, no,"" the dog pleaded, ""don't tell him. If he knows I can talk, the next thing you know he'll have me answering the phones too.""",At Work,wocka,,156
"When the husband arrived home, his wife met him at the door sobbing. He asked her what was wrong.    ""It's the pharmacist,"" she wailed. ""He insulted me something awful on the phone this morning."" Hearing this, the husband immediately headed downtown to confront the pharmacist and demand an apology.    Before he could say more than a word or two, the pharmacist cut him off and said, ""Please, just listen to my side of it.""    ""This morning my alarm didn't go off,"" the pharmacist began to explain, ""so I was late getting up. Going without breakfast, I rushed out to my car only to realize I had locked the house with both my house and car keys inside. I had to break a window to get my keys.    Then, driving a little too fast, I got pulled over and was given a speeding ticket. Later, about two blocks from the store, I had a flat tire. When I finally arrived at the store there was a bunch of people waiting for me to open up.    I opened the store and began waiting on these people, and all the while the damn phone was ringing off the hook.""    Taking a breath, he continued, ""Then, I had to break a roll of coins against the cash register drawer to make change and they spilled all over the floor. I got down on my hands and knees to pick up the coins, the phone still ringing off the hook. As I stood up, I cracked my head on the open cash drawer. This made me stagger back against a showcase filled with perfume bottles, causing all of them to fall to the floor and break.    Meanwhile, the phone is still ringing without letting up. When I finally got to answering it, it was your wife. She wanted to know how to use a rectal thermometer. Believe me sir, as God is my witness, all I did was tell her.""",At Work,wocka,,409
